Player,Pos,Team,GP,GS,MIN,PTS,AST,STL,BLK,TOV,REB,OREB,DREB,FGM,FG%,3PTM,FT%,FTM,TVS,Age,Weight,Height,Year
Dwight Buycks,PG,TOR,14,0,146,43,10,8,0,10,23,4,19,15,31.2,5,29.4,8,0.0,24,190,"0'0""",2013
Alexis Ajinca,C,NOP,56,30,950,328,40,23,46,63,277,94,183,136,54.6,0,0.0,56,53.11,25,248,"7'2""",2013
James Johnson,PF,MEM,52,4,956,384,111,42,57,66,166,60,106,143,46.4,22,25.3,76,79.5,26,240,"6'7""",2013
Isaiah Canaan,PG,HOU,22,0,252,101,22,8,4,21,24,7,17,31,35.6,18,32.7,21,0.0,22,200,"6'0""",2013
Kendall Marshall,PG,LAL,54,45,"1,563",430,477,48,4,150,155,15,140,170,40.6,71,39.9,19,70.14,22,200,"6'4""",2013
Ray McCallum,PG,SAC,45,10,896,280,120,22,9,39,79,18,61,113,37.7,22,37.3,32,34.62,22,190,"6'3""",2013
Leandro Barbosa,SG,PHX,60,0,"1,101",450,96,21,12,57,111,15,96,168,128.1,21,84.0,93,0.0,31,194,"6'3""",2013
Nate Wolters,PG,MIL,57,30,"1,272",410,184,33,14,57,143,31,112,168,44.2,17,28.8,57,45.36,22,190,"0'0""",2013
Robbie Hummel,SF,MIN,53,5,655,181,23,17,2,10,132,35,97,67,37.9,32,36.0,15,30.84,24,216,"6'8""",2013
Hollis Thompson,SG,PHI,76,40,"1,709",457,70,52,12,58,242,71,171,170,46.2,67,40.1,50,32.8,22,206,"6'8""",2013
Jeff Withey,C,NOP,56,4,668,185,25,15,50,20,145,46,99,67,53.2,0,0.0,51,37.57,23,231,"7'0""",2013
Robert Covington,SF,HOU,7,0,33,16,0,2,0,1,5,2,3,6,42.9,4,36.4,0,0.0,23,209,"6'7""",2013
Ian Clark,SG,UTA,23,0,171,68,15,8,2,14,19,3,16,26,38.8,11,35.5,5,0.0,22,175,"6'3""",2013
Matthew Dellavedova,PG,CLE,70,4,"1,227",334,178,33,5,56,120,29,91,121,41.9,57,37.5,35,34.05,23,200,"6'3""",2013
Toure Murry,SF,NYK,51,0,372,140,49,19,1,34,44,13,31,56,43.4,5,41.7,23,21.16,24,198,"6'4""",2013
Christapher Johnson,SF,BOS,117,0,"2,295",735,90,81,12,66,279,90,189,249,119.1,126,100.8,111,134.1,23,0,"0'0""",2013
Luke Babbitt,SF,NOP,27,2,473,170,29,7,11,15,88,18,70,60,39.0,36,37.9,14,0.0,24,225,"6'9""",2013
Danny Granger,SF,LAC,41,2,847,338,41,12,17,46,133,31,102,116,37.8,43,33.6,63,0.0,30,222,"6'9""",2013
Jimmer Fredette,PG,CHI,49,0,518,273,64,14,3,48,52,8,44,107,47.1,40,47.6,19,28.73,24,195,"6'2""",2013
Troy Daniels,SG,HOU,5,1,74,42,5,0,0,3,4,0,4,15,48.4,12,48.0,0,0.0,22,205,"6'4""",2013
Darius Morris,PG,LAC,81,0,936,321,132,39,0,81,78,21,57,117,121.8,36,94.8,51,0.0,23,195,"6'4""",2013
Chris Babb,SG,BOS,42,0,396,66,9,18,0,9,51,12,39,24,80.1,18,66.6,0,0.0,23,225,"6'5""",2013
Justin Hamilton,C,MIA,8,0,72,26,0,5,0,4,7,4,3,9,45.0,3,33.3,5,0.0,23,255,"7'0""",2013
Jorge Gutierrez,PG,BKN,45,6,732,186,90,30,3,42,66,9,57,75,138.9,9,75.0,27,0.0,25,195,"6'3""",2013
James Nunnally,SF,ATL,52,0,660,176,32,24,8,28,76,4,72,60,130.4,32,128.0,24,0.0,23,208,"6'7""",2013
Reggie Williams,SF,OKC,6,0,32,22,2,2,0,4,0,0,0,10,111.2,2,66.6,0,0.0,27,205,"6'6""",2013
DeAndre Liggins,SG,MIA,2,0,2,4,0,0,0,0,2,2,0,2,200.0,0,0.0,0,0.0,25,209,"6'6""",2013
Chris Wright,SF,MIL,24,0,375,144,15,21,15,15,60,30,30,63,180.0,0,0.0,18,0.0,25,226,"6'9""",2013
Orlando Johnson,SG,SAC,90,0,784,200,40,12,4,30,110,18,92,72,63.8,18,38.2,38,0.0,24,220,"6'5""",2013
Adonis Thomas,SF,ORL,18,3,111,42,9,0,0,3,9,0,9,18,128.7,3,60.0,3,0.0,20,240,"6'7""",2013
Jared Cunningham,SG,SAC,26,0,160,52,16,6,0,4,12,2,10,12,57.2,2,28.6,26,0.0,22,195,"6'4""",2013
Arinze Onuaku,PF,CLE,10,0,60,6,6,0,0,2,16,4,12,2,40.0,0,0.0,2,0.0,26,255,"6'9""",2013
Sasha Vujacic,SG,LAC,2,0,10,5,0,1,0,3,3,0,3,2,40.0,1,50.0,0,0.0,29,195,"6'7""",2013
Louis Amundson,PF,CHI,17,0,150,28,4,6,11,9,48,25,23,12,48.0,0,0.0,4,0.0,31,220,"6'9""",2013
Tony Mitchell,PF,MIL,21,0,79,22,2,6,3,4,26,15,11,5,41.7,1,100.0,11,0.0,24,240,"6'9""",2013
Seth Curry,SG,CLE,2,0,12,3,0,2,0,0,1,0,1,1,33.3,1,100.0,0,0.0,23,185,"6'1""",2013
Vander Blue,SG,BOS,3,0,14,5,1,0,0,2,3,0,3,2,50.0,0,0.0,1,0.0,21,0,"0'0""",2013
D.J. Stephens,SG,MIL,3,0,14,7,0,0,0,0,5,1,4,3,42.9,0,0.0,1,0.0,23,188,"6'5""",2013
Josh Powell,PF,HOU,1,0,19,4,0,0,1,1,5,0,5,2,33.3,0,0.0,0,0.0,31,225,"6'9""",2013
Kobe Bryant,SF,LAL,35,35,"1,206",782,197,47,7,128,199,26,173,266,37.3,54,29.3,196,0.0,36,212,"0'0""",2014
Joe Johnson,SG,BKN,80,80,"2,790","1,154",292,59,14,137,384,53,331,446,43.5,121,35.9,141,0.66,33,240,"6'7""",2014
Carmelo Anthony,SF,NYK,39,39,"1,398",952,119,39,17,86,260,70,190,353,44.5,60,34.1,186,6.4,30,238,"6'7""",2014
LeBron James,SF,CLE,69,69,"2,493","1,743",511,109,49,272,416,51,365,624,48.8,120,35.4,375,93.32,30,250,"6'9""",2014
Chris Paul,PG,LAC,82,82,"2,857","1,564",838,156,15,190,376,52,324,568,48.5,139,39.8,289,72.23,29,175,"6'1""",2014
Deron Williams,PG,BKN,68,55,"2,114",884,448,64,17,154,237,29,208,298,38.7,87,36.7,201,1.15,30,200,"6'3""",2014
Rudy Gay,SF,SAC,68,67,"2,408","1,432",250,71,41,183,399,98,301,508,45.5,79,35.9,337,55.17,28,250,"6'8""",2014
Derrick Rose,PG,CHI,50,50,"1,508",891,246,34,16,158,158,35,123,335,40.5,76,28.4,145,1.2,26,200,"6'3""",2014
Blake Griffin,PF,LAC,67,67,"2,355","1,469",354,63,35,152,508,126,382,574,50.2,10,40.0,311,73.2,25,250,"6'9""",2014
Zach Randolph,PF,MEM,70,70,"2,268","1,118",152,68,13,151,734,219,515,442,48.3,7,35.0,227,38.79,33,250,"6'9""",2014
Paul George,SF,IND,6,0,90,53,6,5,1,12,22,4,18,18,36.7,9,40.9,8,0.0,24,220,"6'8""",2014
Kevin Love,C,CLE,75,75,"2,531","1,228",168,51,39,122,731,142,589,413,43.4,144,36.7,258,48.17,26,251,"6'8""",2014
Brook Lopez,C,BKN,72,44,"2,100","1,236",50,43,126,104,535,214,321,506,51.3,1,10.0,223,23.37,26,284,"7'1""",2014
Russell Westbrook,PG,OKC,67,67,"2,301","1,886",574,140,14,293,488,124,364,627,42.6,86,29.9,546,99.78,26,200,"6'3""",2014
David Lee,PF,GSW,49,4,904,388,85,31,26,49,257,81,176,160,51.1,0,0.0,68,6.3,31,245,"6'9""",2014
Dwyane Wade,SG,MIA,62,62,"1,970","1,331",299,73,21,209,219,58,161,509,47.0,29,28.4,284,24.71,33,220,"6'4""",2014
Roy Hibbert,C,IND,76,76,"1,926",802,84,18,125,107,540,156,384,317,44.6,0,0.0,168,5.76,28,270,"7'2""",2014
Eric Gordon,SG,NOP,61,60,"2,018",818,229,50,14,122,159,28,131,285,41.1,141,44.8,107,3.57,26,215,"6'3""",2014
Tyson Chandler,C,DAL,75,75,"2,285",771,84,42,91,105,864,294,570,293,66.6,0,0.0,185,55.68,32,235,"7'0""",2014
John Wall,PG,WAS,79,79,"2,836","1,387",792,138,45,304,366,36,330,519,44.5,65,30.0,284,63.9,24,210,"6'3""",2014
Gordon Hayward,SF,UTA,76,76,"2,617","1,463",313,108,30,206,373,54,319,484,44.5,120,36.4,375,67.27,24,225,"6'7""",2014
James Harden,SG,HOU,81,81,"2,980","2,217",565,154,60,321,459,75,384,647,44.0,208,37.5,715,99.37,25,220,"6'5""",2014
Chandler Parsons,SF,DAL,66,66,"2,186","1,037",161,69,19,96,323,64,259,383,46.2,132,38.0,139,32.11,26,230,"0'0""",2014
Nene Hilario,C,WAS,67,58,"1,693",737,123,66,22,124,345,84,261,307,51.1,1,20.0,122,6.61,32,250,"0'0""",2014
Eric Bledsoe,PG,PHX,81,81,"2,799","1,377",493,127,45,274,423,72,351,468,44.7,88,32.4,353,58.76,25,214,"6'1""",2014
Andrew Bogut,C,GSW,67,65,"1,582",422,180,39,113,106,543,141,402,200,56.3,0,0.0,22,32.16,30,260,"0'0""",2014
Derrick Favors,PF,UTA,73,73,"2,237","1,168",108,60,121,121,595,192,403,474,52.4,1,16.7,219,77.03,23,265,"6'9""",2014
Rajon Rondo,PG,DAL,68,68,"2,018",608,538,91,7,210,373,73,300,275,42.6,27,31.4,31,30.4,28,180,"6'1""",2014
Nicolas Batum,SF,POR,71,71,"2,380",664,341,78,40,132,416,62,354,240,40.0,100,32.4,84,43.87,26,230,"6'8""",2014
Tony Parker,PG,SAS,68,68,"1,952",976,335,44,2,146,129,15,114,404,48.6,38,42.7,130,7.04,32,185,"6'2""",2014
Andre Iguodala,SF,GSW,77,0,"2,068",604,228,89,25,88,257,44,213,231,46.6,74,34.9,68,18.08,31,215,"6'6""",2014
Al Horford,C,ATL,76,76,"2,318","1,156",244,68,98,100,544,131,413,519,53.8,11,30.6,107,77.86,28,240,"6'9""",2014
Kevin Garnett,PF,MIN,47,47,952,323,77,46,17,46,311,48,263,143,46.7,1,14.3,36,8.8,38,240,"0'0""",2014
Kyle Lowry,PG,TOR,70,70,"2,414","1,244",473,109,13,173,328,54,274,430,41.2,132,33.8,252,78.92,28,196,"6'0""",2014
David West,PF,IND,66,66,"1,895",769,223,48,48,120,449,108,341,323,47.1,4,20.0,119,43.03,34,250,"6'9""",2014
Andrea Bargnani,C,NYK,29,22,785,430,46,2,27,42,127,32,95,164,45.4,15,36.6,87,14.09,29,245,"7'0""",2014
Tyreke Evans,SG,NOP,79,76,"2,689","1,313",521,100,37,246,416,82,334,521,44.7,69,30.4,202,73.78,25,220,"6'6""",2014
Stephen Curry,PG,GSW,80,80,"2,613","1,900",619,163,16,249,341,56,285,653,48.7,286,44.3,308,99.91,26,200,"6'3""",2014
DeMar DeRozan,SG,TOR,60,60,"2,100","1,204",210,73,11,137,277,41,236,409,41.3,25,28.4,361,52.0,25,220,"6'6""",2014
Jrue Holiday,PG,NOP,40,37,"1,302",592,274,63,23,91,135,32,103,238,44.6,51,37.8,65,59.03,24,220,"6'5""",2014
Luol Deng,SF,MIA,72,72,"2,420","1,007",139,65,22,108,376,103,273,369,46.9,78,35.5,191,47.68,29,237,"0'0""",2014
Thaddeus Young,PF,BKN,75,67,"2,399","1,045",169,122,25,116,407,125,282,441,46.4,36,32.1,127,61.88,26,235,"6'8""",2014
Paul Millsap,PF,ATL,73,73,"2,389","1,218",223,130,69,166,570,139,431,443,47.6,77,35.6,255,96.43,29,257,"6'7""",2014
Jeff Green,SF,MEM,78,70,"2,454","1,168",134,53,34,108,328,64,264,416,43.0,97,33.2,239,43.68,28,235,"6'8""",2014
Lance Stephenson,SG,CHA,61,25,"1,573",501,240,38,8,128,277,39,238,207,37.6,18,17.1,69,8.89,24,230,"6'6""",2014
Mike Conley,PG,MEM,69,69,"2,190","1,091",369,88,14,155,208,28,180,386,44.5,106,38.8,213,77.55,27,175,"6'1""",2014
Trevor Ariza,SF,HOU,82,82,"2,930","1,048",209,152,17,141,459,77,382,366,40.2,194,35.0,122,83.25,29,215,"6'8""",2014
Channing Frye,PF,ORL,75,51,"1,869",549,94,47,39,78,293,27,266,191,39.2,136,39.3,31,16.59,31,255,"7'0""",2014
Marcus Thornton,SG,PHX,48,0,720,380,36,27,7,27,86,23,63,140,40.6,54,37.8,46,4.96,27,205,"6'4""",2014
Omer Asik,C,NOP,76,76,"1,981",557,72,29,54,95,748,244,504,213,51.7,0,0.0,131,26.33,28,255,"7'0""",2014
Jeremy Lin,PG,LAL,74,30,"1,906",832,339,82,32,166,196,26,170,277,42.4,65,36.9,213,29.65,26,200,"0'0""",2014
Monta Ellis,SG,DAL,80,80,"2,699","1,513",329,148,25,198,190,34,156,602,44.5,81,28.5,228,67.62,29,185,"6'3""",2014
Boris Diaw,C,SAS,81,15,"1,984",708,233,36,23,126,348,78,270,291,46.0,54,32.0,72,28.66,32,250,"6'8""",2014
O.J. Mayo,SG,MIL,71,15,"1,697",806,197,57,18,128,187,30,157,296,42.2,99,35.7,115,19.33,27,210,"6'5""",2014
George Hill,PG,IND,43,36,"1,267",692,220,44,14,69,179,25,154,255,47.7,69,35.8,113,80.78,28,188,"6'4""",2014
Jeff Teague,PG,ATL,73,72,"2,227","1,162",513,125,31,205,184,30,154,408,46.0,71,34.3,275,81.37,26,195,"6'3""",2014
Taj Gibson,PF,CHI,61,17,"1,663",618,70,35,74,77,388,159,229,244,49.4,0,0.0,130,45.19,29,232,"6'9""",2014
Brandon Jennings,PG,DET,41,41,"1,172",632,272,44,4,90,104,21,83,218,40.1,76,36.0,120,63.63,25,170,"6'1""",2014
Dirk Nowitzki,PF,DAL,77,77,"2,281","1,333",143,39,33,82,457,44,413,487,45.9,104,38.0,255,74.06,36,245,"7'0""",2014
Ersan Ilyasova,PF,MIL,58,36,"1,319",669,56,36,19,45,277,80,197,263,47.2,74,38.9,69,32.54,27,235,"6'9""",2014
Arron Afflalo,SG,POR,78,72,"2,501","1,035",129,41,7,116,247,27,220,375,42.4,118,35.4,167,22.5,29,210,"6'5""",2014
Tayshaun Prince,SF,DET,58,16,"1,396",434,93,29,16,35,210,52,158,177,44.0,31,46.3,49,18.75,34,212,"0'0""",2014
Goran Dragic,PG,MIA,78,78,"2,640","1,275",350,78,15,173,274,81,193,502,50.1,90,34.7,181,73.93,28,190,"6'4""",2014
Wesley Matthews,SG,POR,60,60,"2,024",956,139,77,10,81,222,38,184,337,44.8,173,38.9,109,81.86,28,218,"6'5""",2014
Isaiah Thomas,PG,BOS,67,1,"1,726","1,101",284,57,5,143,153,33,120,335,42.1,129,37.3,302,95.54,25,185,"5'9""",2014
Avery Bradley,SG,BOS,77,77,"2,427","1,071",135,82,15,109,241,46,195,434,42.8,124,35.2,79,25.79,24,180,"6'3""",2014
Pau Gasol,PF,CHI,77,77,"2,651","1,425",210,25,147,157,908,216,692,563,49.3,12,46.2,287,98.75,34,250,"0'0""",2014
Jose Calderon,PG,NYK,42,42,"1,270",382,198,31,0,75,124,19,105,147,41.5,59,41.5,29,19.08,33,200,"0'0""",2014
Kyrie Irving,PG,CLE,75,75,"2,729","1,628",389,114,20,186,237,55,182,578,46.8,157,41.5,315,98.56,22,195,"6'2""",2014
Marvin Williams,PF,CHA,78,37,"2,034",577,100,69,36,60,386,58,328,210,42.4,95,35.8,62,41.18,28,237,"6'8""",2014
Amir Johnson,PF,TOR,75,72,"1,978",694,117,44,59,110,456,159,297,298,57.4,19,41.3,79,53.96,27,240,"6'9""",2014
Manu Ginobili,SG,SAS,70,0,"1,586",738,293,67,20,154,211,28,183,251,42.6,89,34.5,147,43.19,37,205,"6'6""",2014
Brandon Bass,PF,BOS,82,43,"1,928",866,104,41,32,83,398,139,259,344,50.4,9,28.1,169,41.67,29,250,"6'8""",2014
J.J. Redick,SG,LAC,78,78,"2,409","1,277",137,39,8,95,167,22,145,447,47.7,200,43.7,183,50.37,30,200,"6'3""",2014
Kevin Martin,SG,MIN,39,36,"1,302",779,89,33,1,76,142,19,123,267,42.7,75,39.3,170,55.64,32,199,"6'7""",2014
Wilson Chandler,SF,DEN,78,75,"2,471","1,085",134,58,29,110,475,96,379,418,42.9,139,34.2,110,72.32,27,235,"6'8""",2014
J.R. Smith,SG,CLE,69,51,"2,057",841,192,82,22,97,217,30,187,313,41.9,163,38.4,52,56.74,29,225,"6'6""",2014
Carl Landry,PF,SAC,70,15,"1,191",503,26,15,17,54,268,99,169,190,51.5,0,0.0,123,9.35,31,248,"6'9""",2014
Greivis Vasquez,PG,TOR,82,29,"1,990",775,302,46,10,119,216,22,194,296,40.8,133,37.9,50,26.94,28,217,"6'6""",2014
Derrick Williams,PF,SAC,74,6,"1,461",617,50,34,4,56,202,41,161,217,44.7,49,31.4,134,16.77,23,240,"6'8""",2014
Jarrett Jack,PG,BKN,80,27,"2,240",957,373,75,13,191,245,19,226,359,43.9,39,26.7,200,43.84,31,200,"6'3""",2014
Kyle Korver,SG,ATL,75,75,"2,417",911,196,52,42,107,304,15,289,292,48.7,221,49.2,106,77.68,33,212,"6'7""",2014
Robin Lopez,C,POR,59,59,"1,637",566,55,16,84,73,394,190,204,234,53.5,0,0.0,98,61.0,26,295,"7'0""",2014
Gerald Henderson,SG,CHA,80,72,"2,315",969,206,51,22,110,273,36,237,370,43.7,45,33.1,184,38.67,27,215,"6'5""",2014
Jodie Meeks,SG,DET,60,0,"1,462",663,79,59,6,57,104,12,92,222,41.6,74,34.9,145,22.89,27,210,"0'0""",2014
Chuck Hayes,PF,TOR,29,0,255,50,20,10,4,8,51,18,33,22,47.8,0,0.0,6,4.9,31,240,"6'6""",2014
Spencer Hawes,PF,LAC,73,15,"1,274",425,88,24,53,61,258,30,228,163,39.3,55,31.2,44,17.89,26,245,"7'1""",2014
Jason Terry,SG,HOU,77,18,"1,641",541,147,66,19,74,121,15,106,188,42.2,126,39.0,39,22.11,37,185,"6'2""",2014
Patrick Patterson,PF,TOR,81,4,"2,156",648,155,60,44,54,433,127,306,240,44.9,105,37.1,63,73.15,25,235,"6'8""",2014
P.J. Tucker,SF,PHX,78,63,"2,383",713,122,107,23,96,502,114,388,261,43.8,87,34.5,104,73.26,29,245,"6'5""",2014
Anthony Bennett,PF,MIN,56,3,879,289,47,27,16,33,213,52,161,121,41.9,7,30.4,40,10.79,21,235,"6'8""",2014
Andrew Wiggins,SF,MIN,80,80,"2,901","1,359",168,82,49,171,364,132,232,485,43.6,38,30.6,351,62.01,19,209,"6'7""",2014
Jamal Crawford,SG,LAC,64,4,"1,703","1,010",158,59,14,92,124,18,106,332,39.6,119,32.7,227,53.94,34,185,"6'5""",2014
Louis Williams,SG,TOR,80,0,"2,015","1,242",164,88,10,101,151,24,127,375,40.4,152,34.0,340,65.19,28,175,"6'2""",2014
Courtney Lee,SG,MEM,76,73,"2,318",763,148,73,11,75,177,20,157,283,44.8,88,40.0,109,44.04,29,215,"6'5""",2014
Martell Webster,SF,WAS,32,0,351,106,17,7,1,22,46,10,36,24,26.4,10,23.3,48,3.57,28,230,"6'7""",2014
J.J Hickson,PF,DEN,73,8,"1,411",552,57,36,35,96,452,150,302,218,47.5,0,0.0,116,27.49,26,242,"6'9""",2014
Paul Pierce,SF,WAS,73,73,"1,913",868,144,46,24,92,294,45,249,293,44.7,118,38.9,164,67.87,37,235,"6'7""",2014
Shaun Livingston,PG,GSW,78,2,"1,468",461,259,49,20,102,183,43,140,198,50.0,0,0.0,65,18.44,29,192,"6'7""",2014
Tristan Thompson,C,CLE,82,15,"2,194",693,39,34,61,83,657,274,383,267,54.7,0,0.0,159,50.34,23,250,"6'9""",2014
Michael Kidd-Gilchrist,SF,CHA,55,52,"1,587",598,77,30,38,63,416,109,307,224,46.5,0,0.0,150,65.41,21,230,"6'6""",2014
Chase Budinger,SF,MIN,65,4,"1,232",442,59,42,10,48,191,32,159,165,44.2,48,35.8,64,16.76,26,215,"6'7""",2014
Trevor Booker,PF,UTA,78,5,"1,543",562,82,43,39,87,392,139,253,224,48.8,29,34.5,85,42.64,27,228,"6'8""",2014
Nick Young,SG,LAL,42,0,"1,000",563,41,23,11,44,96,17,79,174,36.6,83,36.9,132,0.0,29,210,"6'7""",2014
Victor Oladipo,SG,ORL,72,71,"2,572","1,292",295,120,19,204,302,51,251,473,43.6,84,33.9,262,86.97,22,213,"6'4""",2014
Jabari Parker,PF,MIL,25,25,738,308,42,31,5,47,138,50,88,129,49.0,4,25.0,46,0.0,19,245,"6'7""",2014
Luis Scola,PF,IND,81,16,"1,659",763,105,47,18,94,526,138,388,300,46.7,5,25.0,158,55.35,34,241,"6'9""",2014
Tony Allen,SG,MEM,62,40,"1,614",531,81,126,30,83,277,103,174,221,49.4,10,34.5,79,65.37,33,213,"6'4""",2014
Chris Kaman,C,POR,74,13,"1,398",638,65,18,54,108,484,149,335,283,51.5,0,0.0,72,30.59,32,265,"7'0""",2014
Darren Collison,PG,SAC,45,45,"1,564",725,252,67,14,112,143,19,124,260,47.3,60,37.3,145,96.46,27,175,"6'0""",2014
Kostas Papanikolaou,SF,HOU,43,1,795,182,85,29,13,55,118,39,79,69,35.0,31,29.2,13,15.91,24,235,"6'8""",2014
Corey Brewer,SG,HOU,79,16,"2,060",911,173,113,19,129,293,78,215,341,42.7,63,27.0,166,53.66,28,186,"6'9""",2014
Ricky Rubio,PG,MIN,21,21,656,214,186,37,1,57,119,16,103,73,35.3,13,25.5,55,0.0,24,190,"6'3""",2014
Timofey Mozgov,C,CLE,81,80,"2,045",785,55,33,97,116,591,202,389,314,55.5,2,33.3,155,51.87,28,275,"0'0""",2014
Andre Miller,PG,SAC,81,0,"1,253",355,284,32,6,104,153,37,116,145,50.0,7,20.6,58,12.66,38,200,"6'3""",2014
Bradley Beal,SG,WAS,63,59,"2,107",962,194,76,18,123,241,57,184,363,42.7,106,40.9,130,78.85,21,207,"6'4""",2014
Ben Gordon,SG,ORL,56,0,790,349,50,14,1,55,63,6,57,129,43.7,35,36.1,56,6.32,31,205,"0'0""",2014
Caron Butler,SF,DET,78,21,"1,623",460,79,43,4,49,196,21,175,161,40.7,83,37.9,55,19.67,34,228,"6'7""",2014
Jonas Jerebko,PF,BOS,75,0,"1,230",448,71,46,18,44,282,93,189,169,44.6,54,38.6,56,34.49,27,231,"0'0""",2014
Otto Porter Jr.,SF,WAS,74,13,"1,432",445,65,44,30,52,221,70,151,176,45.0,35,33.7,58,25.82,21,198,"6'8""",2014
Joel Embiid,C,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,20,280,"7'0""",2014
Luc Richard Mbah a Moute,PF,PHI,67,61,"1,916",660,106,81,21,99,328,82,246,251,39.5,62,30.7,96,38.95,28,230,"6'8""",2014
Jared Dudley,SF,MIL,72,22,"1,716",518,130,72,11,62,220,45,175,198,46.8,74,38.5,48,46.9,29,237,"6'6""",2014
Kris Humphries,PF,WAS,64,17,"1,344",509,57,34,25,46,416,118,298,211,47.3,0,0.0,87,45.97,29,235,"6'9""",2014
C.J. Miles,SF,IND,70,40,"1,841",942,75,60,26,73,214,18,196,329,39.8,154,34.5,130,61.79,27,220,"6'6""",2014
Thabo Sefolosha,SF,ATL,52,7,975,278,75,53,21,38,223,53,170,104,41.8,25,32.1,45,43.56,30,215,"6'6""",2014
Dion Waiters,SG,OKC,80,23,"2,208",940,163,90,21,113,192,41,151,375,39.6,73,29.7,117,33.78,23,210,"6'3""",2014
Danny Green,SG,SAS,81,80,"2,311",946,158,101,87,93,343,54,289,322,43.6,191,41.8,111,94.44,27,215,"6'6""",2014
Mario Chalmers,PG,MIA,80,37,"2,368",813,307,122,10,173,206,24,182,267,40.3,73,29.4,206,56.11,28,190,"6'2""",2014
Aaron Gordon,PF,ORL,47,8,796,243,33,21,22,38,169,46,123,93,44.7,13,27.1,44,17.39,19,235,"6'8""",2014
Mo Williams,PG,CHA,67,33,"1,954",946,420,45,14,169,174,22,152,335,39.4,117,33.9,159,76.79,32,198,"6'1""",2014
Vince Carter,SG,MEM,65,1,"1,074",380,78,42,14,43,132,27,105,134,33.6,69,30.3,43,19.22,38,220,"6'6""",2014
Kevin Seraphin,PF,WAS,79,0,"1,235",520,59,10,59,98,288,87,201,231,51.3,0,0.0,58,22.47,25,278,"0'0""",2014
Devin Harris,PG,DAL,76,3,"1,685",665,237,78,14,85,135,13,122,219,41.8,95,35.7,132,51.21,31,185,"6'3""",2014
Bismack Biyombo,C,CHA,64,21,"1,243",304,16,18,99,52,407,159,248,101,54.3,0,0.0,102,35.46,22,255,"6'8""",2014
Patty Mills,PG,SAS,51,0,801,351,87,28,2,35,75,21,54,128,38.1,62,34.1,33,20.17,26,180,"6'0""",2014
Joel Anthony,C,DET,48,0,406,87,5,12,49,12,93,32,61,36,58.1,0,0.0,15,7.48,32,245,"6'9""",2014
Raymond Felton,PG,DAL,29,3,281,108,41,11,4,18,26,2,24,43,40.6,10,29.4,12,10.21,30,205,"6'1""",2014
Jonas Valanciunas,C,TOR,80,80,"2,095",963,39,33,95,109,693,215,478,373,57.2,0,0.0,217,71.7,22,265,"7'0""",2014
Alex Len,C,PHX,69,44,"1,518",432,32,34,105,74,454,142,312,179,50.7,1,33.3,73,37.5,21,250,"7'0""",2014
Dante Exum,PG,UTA,81,40,"1,791",389,195,40,14,118,128,25,103,143,34.8,83,31.8,20,10.28,19,214,"6'5""",2014
Brandon Knight,PG,PHX,63,61,"2,035","1,070",330,90,10,189,244,28,216,375,42.2,125,38.9,195,95.43,23,182,"6'2""",2014
Gerald Green,SG,PHX,74,4,"1,446",884,91,42,12,104,186,33,153,324,41.6,137,35.4,99,38.85,29,205,"6'6""",2014
Darrell Arthur,PF,DEN,58,4,987,382,57,48,26,47,171,53,118,155,40.4,26,23.6,46,24.95,26,235,"6'9""",2014
Matt Barnes,SF,LAC,76,74,"2,271",764,114,67,50,87,302,51,251,277,44.4,136,36.2,74,80.05,34,226,"6'7""",2014
Mirza Teletovic,PF,BKN,40,4,892,339,46,14,16,53,194,27,167,122,38.2,62,32.1,33,42.45,29,242,"6'9""",2014
Damian Lillard,PG,POR,82,82,"2,924","1,720",507,97,21,222,378,49,329,590,43.4,196,34.3,344,99.95,24,200,"6'2""",2014
Mike Scott,PF,ATL,68,0,"1,123",529,75,25,3,39,199,45,154,201,44.4,66,34.4,61,32.72,26,237,"6'7""",2014
Mike Dunleavy,SF,CHI,62,62,"1,806",595,110,38,21,59,245,28,217,209,43.9,107,41.3,70,65.86,34,230,"6'9""",2014
Tyler Hansbrough,PF,TOR,74,8,"1,057",270,21,30,15,20,265,106,159,86,52.1,1,14.3,97,23.39,29,250,"6'9""",2014
Marcus Smart,PG,BOS,67,38,"1,808",523,208,99,18,90,222,61,161,175,36.7,91,33.5,82,62.83,20,220,"6'3""",2014
Jason Smith,PF,NYK,81,31,"1,771",648,140,32,44,104,323,98,225,253,43.4,15,35.7,127,34.5,28,240,"7'0""",2014
Evan Turner,SG,BOS,82,57,"2,259",779,449,83,19,198,417,40,377,320,42.9,33,27.7,106,79.53,26,220,"6'6""",2014
Bojan Bogdanovic,SF,BKN,78,28,"1,853",700,68,34,9,78,213,50,163,261,45.3,91,35.5,87,33.84,25,226,"6'7""",2014
Kemba Walker,PG,CHA,62,58,"2,118","1,075",318,89,31,100,220,35,185,378,38.5,85,30.4,234,98.38,24,184,"6'0""",2014
Gary Neal,PG,MIN,54,1,"1,192",543,100,23,1,65,129,14,115,188,37.4,50,30.5,117,29.79,30,210,"6'4""",2014
Anthony Morrow,SG,OKC,74,0,"1,805",790,60,54,11,38,195,40,155,285,46.3,141,43.4,79,54.42,29,210,"6'5""",2014
